"Участок","Комплекс_начало","Комплекс_конец","Пара","День недели","Час","Среднее время проезда (в секундах)","Средняя скорость на въезде","Средняя скорость на участке","Средняя скорость на выезде","geom","complex_point_start","complex_point_end"
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,0,982,"60,08399963","68,85087624","92,6019989","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Среда,16,896,"63,43599981","68,46665777","87,31633377","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Воскресенье,20,860,"62,07629606","68,30752775","89,96592571","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Воскресенье,18,826,"60,24666656","68,29231788","85,4728071","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Среда,2,748,"82,75","68,187403","67,22714342","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Воскресенье,8,890,"61,59886837","68,10518938","86,9571698","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Пятница,13,921,"65,04314829","67,78911287","87,28814853","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,22,887,"61,81333256","67,40706873","92,03333346","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Среда,0,800,"79,10499954","67,20302582","52,5824995","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Вторник,17,876,"79,21671426","67,04198963","50,02857151","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Среда,17,830,"58,74744211","67,04111246","88,04813988","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Понедельник,1,832,"59,37900085","66,96252632","90,54199982","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Пятница,23,936,"62,17888874","66,9349876","92,91277779","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Среда,4,900,"58,5172223","66,86874485","86,44222196","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Пятница,7,882,"60,16454584","66,75005518","83,85068183","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Понедельник,8,884,"57,14576912","66,74965297","83,50634619","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Суббота,1,749,"80,29999924","66,59136899","53,73333248","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Суббота,17,941,"67,07130366","66,405772","91,70739116","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Пятница,9,854,"63,33929418","66,38894869","84,7629412","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,19,840,"58,71162126","66,03311755","85,67027035","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350160 - AZ350195,AZ350160,AZ350195,3,Вторник,2,802,"48,18500074","65,8495992","75,89499919","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.05654822082501 60.27718937462013),POINT (38.2422 60.210243)
AZ350195 - AZ350160,AZ350195,AZ350160,3,Пятница,2,872,"71,76250029","65,74749017","55,67999983","LINESTRING (38.056548220825235 60.277179953951496, 38.07036696166996 60.26986881795543, 38.081149441909794 60.26413919494585, 38.094453198623675 60.25712370007236, 38.11003146858216 60.24884816855074, 38.126446587753264 60.24018647364507, 38.14466415138241 60.23055137242174, 38.158673869296265 60.22300972612618, 38.160647975131226 60.22196364376551, 38.16195689313048 60.22136586738537, 38.16380225293273 60.220607956610145, 38.166312800570694 60.219668549844364, 38.16737660568771 60.21927630258671, 38.16874081821443 60.21881999765665, 38.16970641345977 60.21852108207911, 38.17067200870513 60.21824351516614, 38.17170197696686 60.21800864901383, 38.174577305030816 60.217336068421986, 38.17698056430817 60.21683429293365, 38.17820365161895 60.216588740410145, 38.18017775745391 60.21619371727664, 38.1815081331253 60.215948159949384, 38.182688305091865 60.21573463033913, 38.18406159610749 60.21555312907357, 38.18526322574617 60.21539298006105, 38.18719441623689 60.21515809342324, 38.18938309879304 60.21494455865134, 38.207665035438495 60.213257584901065, 38.23390776844017 60.21080170799935, 38.242297718238746 60.210043552210614)",POINT (38.2422 60.210243),POINT (38.05654822082501 60.27718937462013)
